node1	node2	combined_score
CDKN1A	CTNNB1	0.000625
CDKN1A	CDKN1C	0.000735
CDKN1A	BRCA1	0.000809
CDKN1A	AKT3	0.00095
CDKN1A	CDKN2A	0.000966
CDKN1A	AKT1	0.000995
CDKN1A	CCNE2	0.000999
CDKN1A	CCNA2	0.000999
CD44	BRAF	0.000472
CD44	BRCA1	0.000505
CD44	CDKN2A	0.000614
CD44	AKT1	0.000777
CD44	CTNNB1	0.000846
CDKN1C	CTNNB1	0.000404
CDKN1C	AKT1	0.0005899999999999999
CDKN1C	CDKN2A	0.00086
CDKN1C	CCNE2	0.000978
CDKN1C	CCNA2	0.000998
CDKN2A	AKT3	0.000451
CDKN2A	CCNE2	0.000483
CDKN2A	CCNA2	0.000696
CDKN2A	BRCA1	0.000832
CDKN2A	AKT1	0.000866
CDKN2A	BRAF	0.000892
CDKN2A	CTNNB1	0.00093
BRCA1	CCNE2	0.00048699999999999997
BRCA1	BRAF	0.000678
BRCA1	CTNNB1	0.000731
BRCA1	AKT3	0.000934
BRCA1	CCNA2	0.0009559999999999999
BRCA1	AKT1	0.000993
BRAF	AKT1	0.0007830000000000001
BRAF	CTNNB1	0.000795
CCNE2	AKT1	0.000448
CCNE2	CCNA2	0.000866
AKT1	CCNA2	0.000771
AKT1	AKT3	0.000958
AKT1	CTNNB1	0.000979
CCNA2	AKT3	0.000474
CCNA2	CTNNB1	0.000725
CTNNB1	AKT3	0.000518
FKBP4	GATA3	0.000519
FKBP4	FOXA1	0.0005600000000000001
FKBP4	EP300	0.000574
FKBP4	ESR2	0.000596
FKBP4	ESR1	0.000893
FKBP4	HSP90AA1	0.000999
KRT14	KRT19	0.00047
KRT14	KRT8	0.000502
KRT14	KIT	0.000505
KRT14	FOXA1	0.0005200000000000001
KRT14	GATA3	0.000553
KRT14	EPCAM	0.000587
KRT14	ESR1	0.000609
KRT14	ERBB2	0.0006540000000000001
KRT14	EGF	0.000666
KRT14	EGFR	0.000696
KRT14	KRT5	0.000999
HGF	ESR1	0.00041099999999999996
HGF	MAP2K1	0.000435
HGF	EPCAM	0.000447
HGF	JUN	0.000481
HGF	IGF2	0.000522
HGF	KRT19	0.000555
HGF	FGF19	0.0005759999999999999
HGF	HIF1A	0.000607
HGF	JAK2	0.000641
HGF	HRAS	0.0006490000000000001
HGF	ERBB4	0.000781
HGF	FGFR1	0.0008139999999999999
HGF	GRB2	0.000838
HGF	EGF	0.000844
HGF	KRAS	0.000852
HGF	GAB1	0.000858
HGF	IGF1	0.000869
HGF	FGFR2	0.000906
HGF	ERBB2	0.0009180000000000001
HGF	KIT	0.000925
HGF	ERBB3	0.0009519999999999999
HGF	IGF1R	0.000955
HGF	KDR	0.000966
HGF	EGFR	0.00098
MAPK14	IGF1R	0.000422
MAPK14	ETS1	0.000447
MAPK14	EIF4EBP1	0.00046300000000000003
MAPK14	GATA3	0.00046600000000000005
MAPK14	EGF	0.000489
MAPK14	ERBB2	0.000491
MAPK14	HSP90AA1	0.000558
MAPK14	MCL1	0.000598
MAPK14	KDR	0.00062
MAPK14	GRB2	0.000631
MAPK14	IGF1	0.00064
MAPK14	HRAS	0.0006770000000000001
MAPK14	HIF1A	0.0006929999999999999
MAPK14	EP300	0.000741
MAPK14	EGFR	0.000799
MAPK14	KRAS	0.0008070000000000001
MAPK14	ESR2	0.000921
MAPK14	FOXO1	0.0009350000000000001
MAPK14	FOXO3	0.000949
MAPK14	ESR1	0.000954
MAPK14	MAPK8	0.000955
MAPK14	MAP2K1	0.0009699999999999999
MAPK14	FOS	0.000985
MAPK14	JUN	0.000992
FOXA1	IGF1R	0.000406
FOXA1	EGF	0.000408
FOXA1	MAP2K1	0.000414
FOXA1	FOXM1	0.000423
FOXA1	HIF1A	0.000428
FOXA1	ETS1	0.000434
FOXA1	EPCAM	0.00047599999999999997
FOXA1	EZH2	0.000492
FOXA1	GRB7	0.000505
FOXA1	HRAS	0.000508
FOXA1	KRT19	0.000513
FOXA1	INPP4B	0.000516
FOXA1	KRT5	0.0005769999999999999
FOXA1	EGFR	0.000592
FOXA1	KRAS	0.000592
